Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
bureaucratic-labs/dostoevsky,https://github.com/bureaucratic-labs/dostoevsky.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0,0,2,0,0,0,0,0,0,1,1.0,100.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,146.0,43.0,1.0,0.0,2.0,0.0,296.0,0.0,1.0,0.0,6.6,1.0,28.0,0.0,0.0,0.0,4.0,14.0,1.0,2.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,4.0,0.666666666666667,132,173,316,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bureaucratic-labs/dostoevsky/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bureaucratic-labs/dostoevsky/issues/37 and https://github.com/bureaucratic-labs/dostoevsky/issues/83",https://github.com/bureaucratic-labs/dostoevsky/blob/master/LICENSE is provided.,There are 2 files related to testing,140.44444444444468,280.88888888888937
cadene/bootstrap.pytorch,https://github.com/Cadene/bootstrap.pytorch.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,4,9,7,4,19,0,0,0,0,81,1.0,100.0,74.0,0.0,2.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,12.0,7.0,0.0,125.0,0.0,40.0,0.0,1.0,57.0,21.0,11.0,2183.0,572.0,10.0,46.0,336.0,2.0,2731.0,7.0,3.0,0.4,21.2,0.0,675.0,2.0,0.0,15.0,1.0,62.0,0.0,0.0,10.6,0.0,2.0,1.0,21.0,21.0,13.0,0.0,0.0,1.0,200.0,93.0,0.68259385665529,168,231,2866,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Cadene/bootstrap.pytorch/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,The project maintainers did not respond to most of the issues,https://github.com/Cadene/bootstrap.pytorch/blob/master/LICENSE.txt is provided.,There are many files related to testing.,1567.8705882352958,3371.764705882357
calamari-ocr/calamari,https://github.com/Calamari-OCR/calamari.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,241,6,43,29,3,53,3,0,0,58,192,1.0,94.2863319548255,296.0,2.0,5.0,1.0,0.0,63.0,14.0,0.0,1.0,1.0,31.0,136.0,8.0,1.0,298.0,1.0,97.0,0.0,14.0,383.0,49.0,5.0,7398.0,1928.0,190.0,486.0,3021.0,6.0,10956.0,19.0,5.0,0.9,8.3,17.0,2109.0,24.0,4.0,135.0,5.0,171.0,17.0,1.0,11.3,2.0,27.0,0.0,51.0,132.0,193.0,1.0,0.0,23.0,573.0,382.0,0.6,621,252,9032,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Calamari-OCR/calamari/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Gitlab CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Project-MONAI/MONAI/issues/614 and https://github.com/Project-MONAI/MONAI/issues/598.",https://github.com/Cadene/bootstrap.pytorch/blob/master/LICENSE.txt is provided.,There are many files related to testing.,5493.987261146498,8240.980891719748
ciphey/ciphey,https://github.com/Ciphey/Ciphey.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,134,1,13,5,21,13,0,0,2,2,96,1.0,100.0,90.0,0.0,9.0,1.0,0.0,41.0,6.0,0.0,0.0,6.0,10.0,22.0,8.0,1.0,82.0,2.0,16.0,0.0,2.0,178.0,23.0,36.0,3315.0,944.0,67.0,50.0,786.0,9.0,4797.0,90.0,5.0,0.5,18.7,10.0,719.0,2.0,6.0,46.0,1.0,89.0,10.0,0.0,10.6,7.0,2.0,0.0,22.0,44.0,103.0,0.0,0.0,0.0,147.0,147.0,0.5,111,774,4542,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Ciphey/Ciphey/graphs/contributors shows that there are multiple contributors but mainly author,The project uses CI but not sure what is it,Most of the functions in the source code are not documented.,No evidence of sustained commit activity until recent 2 months,"The project maintainers respond to issues, as evidenced by https://github.com/Ciphey/Ciphey/issues/118 and https://github.com/Ciphey/Ciphey/issues/117.",https://github.com/Ciphey/Ciphey/blob/master/license is provided.,There are many files related to testing.,2326.39024390244,2326.39024390244
commaai/openpilot,https://github.com/commaai/openpilot.git,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30,5,0,9,7,3,0,0,0,0,64,1.0,60.271224325825,1976.0,17.0,10.0,9.0,1.0,267.0,46.0,5.0,2.0,8.0,67.0,320.0,115.0,58.0,1948.0,39.0,246.0,7.0,15.0,1975.0,261.0,233.0,36888.0,9568.0,767.0,301.0,15541.0,33.0,54157.0,229.0,5.0,1.0,11.3,109.0,11631.0,18.0,29.0,685.0,4.0,547.0,109.0,3.0,17.5,24.0,34.0,0.0,281.0,658.0,1000.0,1.0,2.0,9.0,2808.0,2333.0,0.546197237891461,15419,1248,29861,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/commaai/openpilot/graphs/contributors shows that there are multiple contributors,The project uses Jenkins CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/commaai/openpilot/issues/1829 and https://github.com/commaai/openpilot/issues/1835",https://github.com/commaai/openpilot/blob/master/LICENSE is provided.,There are many files related to testing,590387.3983050851,710590.5762711868
corentinj/real-time-voice-cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,142,18,15,1,2,14,2,0,1,0,142,1.0,100.0,191.0,3.0,0.0,0.0,0.0,38.0,15.0,1.0,0.0,1.0,7.0,81.0,7.0,1.0,151.0,3.0,19.0,0.0,1.0,136.0,28.0,7.0,3625.0,768.0,63.0,52.0,739.0,3.0,4334.0,12.0,5.0,0.6,19.1,4.0,759.0,2.0,1.0,37.0,1.0,59.0,4.0,0.0,13.0,3.0,8.0,1.0,30.0,34.0,69.0,0.0,0.0,7.0,270.0,248.0,0.521235521235521,18087,253,5650,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/CorentinJ/Real-Time-Voice-Cloning/graphs/contributors shows that there are multiple contributors but mainly author,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity until June,"The project maintainers respond to issues, as evidenced by https://github.com/CorentinJ/Real-Time-Voice-Cloning/issues/392 and https://github.com/CorentinJ/Real-Time-Voice-Cloning/issues/337.",https://github.com/CorentinJ/Real-Time-Voice-Cloning/blob/master/LICENSE.txt is provided.,There is no evidence of any testing done on the project.,4157.863501483683,4526.70623145401
cyberzhg/keras-bert,https://github.com/CyberZHG/keras-bert.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,9,8,12,0,6,0,0,0,0,93,1.0,99.6714826857966,60.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,14.0,8.0,0.0,41.0,12.0,5.0,0.0,1.0,28.0,6.0,0.0,1302.0,274.0,3.0,64.0,273.0,0.0,2030.0,0.0,1.0,0.4,11.5,0.0,290.0,4.0,0.0,19.0,1.0,44.0,0.0,0.0,6.2,0.0,17.0,0.0,6.0,19.0,3.0,0.0,0.0,17.0,87.0,66.0,0.568627450980392,1747,135,2374,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/CyberZHG/keras-bert/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The author of the project does not reply to issues, almost all issues are closed by bot",https://github.com/CyberZHG/keras-bert/blob/master/LICENSE is provided.,There are many files related to testing.,791.3333333333336,1043.1212121212125
danielegrattarola/spektral,https://github.com/danielegrattarola/spektral.git,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,284,34,15,4,1,22,1,0,0,0,254,1.0,100.0,391.0,0.0,2.0,2.0,0.0,5.0,7.0,0.0,0.0,10.0,37.0,103.0,6.0,1.0,262.0,3.0,25.0,0.0,24.0,297.0,17.0,6.0,7191.0,1529.0,122.0,806.0,1281.0,1.0,10409.0,5.0,3.0,0.4,31.3,4.0,1261.0,35.0,0.0,152.0,4.0,154.0,4.0,2.0,9.9,33.0,75.0,0.0,15.0,144.0,128.0,2.0,0.0,74.0,447.0,407.0,0.523419203747073,807,287,7627,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/danielegrattarola/spektral/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README at https://github.com/danielegrattarola/spektral/blob/master/spektral/datasets/citation.py,Checking https://github.com/danielegrattarola/spektral/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/danielegrattarola/spektral/issues/69, https://github.com/danielegrattarola/spektral/issues/68",https://github.com/danielegrattarola/spektral/blob/master/LICENSE is provided,There are many files related to testing.,5047.461788617887,5543.526829268293
databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,1,0,0,0,0,0,0,0,0,0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,165.0,38.0,0.0,0.0,6.0,0.0,285.0,0.0,1.0,0.1,67.3,0.0,9.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,2.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.8,1725,127,234,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/databricks/spark-deep-learning/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained documentation at https://github.com/databricks/spark-deep-learning/blob/master/dev/run.py,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/databricks/spark-deep-learning/issues/226",https://github.com/databricks/spark-deep-learning/blob/master/LICENSE is provided,There are many files related to testing.,19.500000000000032,78.00000000000013
datamllab/rlcard,https://github.com/datamllab/rlcard.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,10,32,32,3,79,10,0,0,20,549,1.0,100.0,575.0,3.0,16.0,2.0,1.0,60.0,22.0,12.0,0.0,1.0,4.0,284.0,28.0,2.0,520.0,6.0,56.0,0.0,17.0,366.0,70.0,6.0,11282.0,2831.0,96.0,528.0,2445.0,3.0,12891.0,35.0,4.0,0.6,27.1,4.0,3135.0,23.0,0.0,194.0,1.0,204.0,4.0,0.0,13.9,1.0,76.0,0.0,69.0,193.0,101.0,0.0,0.0,74.0,901.0,691.0,0.565954773869347,652,618,13450,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/datamllab/rlcard/graphs/contributors shows that there are multiple contributors.,CI is not used on the project.,There is a well maintained README at https://github.com/datamllab/rlcard/tree/master/docs,There is no commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/datamllab/rlcard/issues/154 and https://github.com/datamllab/rlcard/issues/153",https://github.com/datamllab/rlcard/blob/master/LICENSE.md is provided,There are many files related to testing.,7549.918765231522,9844.39480097482
deepmipt/deeppavlov,https://github.com/deepmipt/DeepPavlov.git,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,64,77,24,4,163,37,0,1,0,305,1.0,99.5318338495886,667.0,2.0,20.0,6.0,1.0,70.0,22.0,7.0,2.0,3.0,103.0,671.0,70.0,24.0,1064.0,13.0,285.0,1.0,6.0,401.0,165.0,20.0,13732.0,4131.0,80.0,186.0,4642.0,14.0,16948.0,116.0,5.0,0.9,28.2,57.0,6568.0,8.0,5.0,131.0,1.0,211.0,57.0,0.0,19.6,16.0,16.0,0.0,175.0,115.0,97.0,0.0,0.0,7.0,2234.0,797.0,0.73705047838997,4365,2531,34675,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/deepmipt/DeepPavlov/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and majority of the function in https://github.com/deepmipt/DeepPavlov/blob/master/deeppavlov/evolve.py,Checking https://github.com/deepmipt/DeepPavlov/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/deepmipt/DeepPavlov/issues/1265",https://github.com/deepmipt/DeepPavlov/blob/master/LICENSE is provided,There are many files related to testing.,23068.426544240403,64661.06010016695
deezer/spleeter,https://github.com/deezer/spleeter.git,0,2,0,0,2,0,0,0,0.0,0.0,0.0,0.0,137,8,4,0,0,4,0,0,5,0,42,1.0,87.9647263948498,47.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,38.0,0.0,9.0,0.0,0.0,23.0,3.0,0.0,1244.0,282.0,8.0,0.0,113.0,1.0,2277.0,10.0,5.0,0.2,38.4,1.0,174.0,0.0,1.0,11.0,1.0,29.0,1.0,0.0,9.7,8.0,2.0,0.0,3.0,11.0,8.0,0.0,0.0,2.0,70.0,54.0,0.564516129032258,12388,257,2404,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/deezer/spleeter/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and majority of the function in https://github.com/deezer/spleeter/blob/master/spleeter/__main__.py,Checking https://github.com/deezer/spleeter/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/deezer/spleeter/issues/418 and https://github.com/deezer/spleeter/issues/415",https://github.com/deezer/spleeter/blob/master/LICENSE is provided,There are many files related to testing.,649.0800000000007,841.4000000000009
dlr-rm/stable-baselines3,https://github.com/DLR-RM/stable-baselines3.git,0,3,0,0,2,0,0,0,0.0,0.0,0.0,0.0,581,64,49,57,4,57,2,0,2,9,436,1.0,99.5436916109373,427.0,6.0,5.0,1.0,0.0,42.0,19.0,0.0,2.0,6.0,31.0,137.0,41.0,0.0,524.0,6.0,65.0,1.0,8.0,142.0,42.0,4.0,9555.0,2386.0,15.0,307.0,886.0,9.0,13882.0,42.0,3.0,0.2,30.5,0.0,2134.0,12.0,0.0,81.0,1.0,96.0,0.0,0.0,24.9,3.0,44.0,0.0,45.0,69.0,19.0,0.0,0.0,35.0,811.0,502.0,0.617669459253618,438,410,9226,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/DLR-RM/stable-baselines3/graphs/contributors shows that there are multiple contributors,The project uses Gitlab CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/DLR-RM/stable-baselines3/issues/37 and https://github.com/DLR-RM/stable-baselines3/issues/76.",https://github.com/DLR-RM/stable-baselines3/blob/master/LICENSE is provided.,There are many files related to testing.,3672.840602696274,5933.613005551152
eleurent/rl-agents,https://github.com/eleurent/rl-agents.git,0,6,1,0,1,0,0,0,0.0,0.0,0.0,0.0,253,39,12,9,15,25,5,0,4,4,178,1.0,100.0,296.0,10.0,0.0,0.0,0.0,25.0,7.0,0.0,0.0,6.0,18.0,99.0,9.0,0.0,268.0,5.0,33.0,7.0,5.0,222.0,47.0,6.0,5542.0,1431.0,111.0,146.0,1140.0,8.0,6668.0,50.0,5.0,0.6,20.0,4.0,1175.0,8.0,4.0,54.0,1.0,89.0,4.0,0.0,16.1,9.0,17.0,0.0,52.0,45.0,117.0,0.0,0.0,13.0,445.0,338.0,0.568326947637292,142,636,6024,The source code of the project exists as ad-hoc scripts.,There are no contributors to the project other than the author.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and majority of the function in https://github.com/eleurent/rl-agents/blob/master/scripts/analyze.py and https://github.com/eleurent/rl-agents/blob/master/scripts/experiments.py,Checking https://github.com/eleurent/rl-agents/pulse/monthly there has been only 4 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/eleurent/rl-agents/issues/38",https://github.com/eleurent/rl-agents/blob/master/LICENSE is provided,There are many files related to testing.,3742.8529411764703,4927.720588235294
eth-sri/eran,https://github.com/eth-sri/eran.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,325,62,28,4,1,44,1,0,0,1,275,1.0,73.7857296957331,273.0,22.0,5.0,0.0,0.0,29.0,12.0,5.0,2.0,4.0,36.0,87.0,5.0,0.0,289.0,9.0,40.0,1.0,6.0,484.0,98.0,4.0,5328.0,1314.0,116.0,445.0,3880.0,3.0,6059.0,35.0,5.0,2.1,28.1,3.0,3247.0,18.0,1.0,265.0,1.0,26.0,3.0,0.0,50.5,2.0,2.0,0.0,99.0,263.0,119.0,0.0,0.0,0.0,471.0,348.0,0.575091575091575,134,241,5189,The source code of the project exists as ad-hoc scripts.,https://github.com/eth-sri/eran/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and majority of the function in https://github.com/eth-sri/eran/blob/master/tf_verify/deepzono_nodes.py,Checking https://github.com/eth-sri/eran/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/eth-sri/eran/issues/20",https://github.com/eth-sri/eran/blob/master/LICENSE is provided,There are few files related to testing.,2436.939271255062,3298.2712550607307
faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,160,10,18,9,1,19,1,0,0,0,121,1.0,98.5396955985191,112.0,0.0,2.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,5.0,100.0,5.0,0.0,69.0,0.0,15.0,0.0,0.0,68.0,13.0,0.0,1576.0,415.0,35.0,0.0,397.0,2.0,3078.0,10.0,3.0,0.4,20.0,7.0,515.0,0.0,0.0,20.0,1.0,19.0,7.0,0.0,21.8,0.0,10.0,0.0,13.0,18.0,35.0,0.0,0.0,8.0,194.0,131.0,0.596923076923077,604,149,3377,The source code of the project exists as ad-hoc scripts.,https://github.com/faustomorales/keras-ocr/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/faustomorales/keras-ocr/tree/master/docs,Checking https://github.com/faustomorales/keras-ocr/pulse/monthly there has been 1 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/faustomorales/keras-ocr/issues/93",https://github.com/faustomorales/keras-ocr/blob/master/LICENSE is provided,There are many files related to testing.,1304.976401179942,1932.5604719764028
f-dangel/backpack,https://github.com/f-dangel/backpack.git,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0,700,27,7,84,1,15,0,0,0,0,291,1.0,96.1736276837503,325.0,8.0,8.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,97.0,176.0,3.0,1.0,231.0,1.0,102.0,0.0,26.0,496.0,12.0,18.0,9241.0,2245.0,228.0,1004.0,1826.0,2.0,16353.0,10.0,3.0,0.4,31.0,17.0,1118.0,41.0,1.0,237.0,1.0,394.0,17.0,0.0,5.7,1.0,1.0,0.0,13.0,235.0,247.0,0.0,0.0,1.0,611.0,356.0,0.631851085832472,202,1461,8893,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/f-dangel/backpack/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/f-dangel/backpack/tree/master/docs,Checking https://github.com/f-dangel/backpack/pulse/monthly there has been minor commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/f-dangel/backpack/issues/68",https://github.com/f-dangel/backpack/blob/master/LICENSE.txt is provided,There are many files related to testing.,2814.1404444444447,4829.887111111111
fepegar/torchio,https://github.com/fepegar/torchio.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,145,16,19,66,4,31,2,0,0,0,682,1.0,100.0,426.0,0.0,1.0,3.0,0.0,21.0,9.0,0.0,0.0,11.0,45.0,36.0,15.0,0.0,331.0,6.0,63.0,5.0,0.0,89.0,20.0,0.0,8377.0,1892.0,15.0,0.0,506.0,9.0,12288.0,60.0,5.0,0.1,23.5,11.0,1342.0,0.0,3.0,51.0,1.0,169.0,11.0,0.0,11.2,8.0,26.0,1.0,27.0,39.0,14.0,0.0,0.0,20.0,512.0,460.0,0.526748971193416,357,696,9502,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/fepegar/torchio/graphs/contributors shows that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentation at https://github.com/fepegar/torchio/tree/master/docs,Checking https://github.com/fepegar/torchio/pulse/monthly there has been significant commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/fepegar/torchio/issues/215",https://github.com/fepegar/torchio/blob/master/LICENSE is provided,There are many files related to testing.,4529.4507772020725,5041.475647668394
geoopt/geoopt,https://github.com/geoopt/geoopt.git,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,201,11,17,50,1,22,0,0,0,0,540,1.0,99.6717320398875,366.0,3.0,4.0,0.0,0.0,21.0,14.0,2.0,0.0,0.0,176.0,10.0,0.0,0.0,234.0,2.0,62.0,0.0,16.0,118.0,15.0,12.0,6180.0,1421.0,46.0,673.0,723.0,3.0,8539.0,15.0,3.0,0.3,34.0,2.0,1040.0,24.0,0.0,45.0,1.0,74.0,2.0,0.0,19.2,0.0,4.0,0.0,15.0,44.0,56.0,0.0,0.0,1.0,484.0,410.0,0.541387024608501,294,126,7209,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/geoopt/geoopt/graphs/contributors that there are multiple contributors.,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well maintained README and documentations at https://github.com/geoopt/geoopt/tree/master/docs,Checking https://github.com/geoopt/geoopt/pulse/monthly there has been 6 commit activity in the past month.,"The project maintainers respond to issues, as evidenced by https://github.com/geoopt/geoopt/issues/136",https://github.com/geoopt/geoopt/blob/master/LICENSE is provided,There are many files related to testing.,3510.3206650831376,4143.890736342046
