Project Name,GitHub Repo_x,ML_Specific_Code_Smell_Chain_Indexing,ML_Specific_Code_Smell_columns_and_datatype_not_explicitly_set,ML_Specific_Code_Smell_dataframe_conversion_api_misused,ML_Specific_Code_Smell_gradients_not_cleared_before_backward_propagation,ML_Specific_Code_Smell_in_place_apis_misused,ML_Specific_Code_Smell_merge_api_parameter_not_explicitly_set,ML_Specific_Code_Smell_pytorch_call_method_misused,ML_Specific_Code_Smell_tensor_array_not_used,ML_Specific_Code_Smell_unnecessary_iteration,ML_Specific_Code_Smell_matrix_multiplication_api_misused,ML_Specific_Code_Smell_memory_not_freed,ML_Specific_Code_Smell_nan_equivalence_comparison_misused,smell_long statement,smell_long parameter list,smell_long method,smell_long identifier,smell_empty catch block,smell_complex method,smell_complex conditional,smell_missing default,smell_long lambda function,smell_long message chain,smell_magic number,Engineered.ML.Project,Python_Percentage,refactorizable_Assign.Multi.Targets,refactorizable_Call.Star,refactorizable_List.Comprehension,refactorizable_Dict.Comprehension,refactorizable_Set.Comprehension,refactorizable_Truth.Value.Test,refactorizable_Chain.Compare,refactorizable_For.Multi.Targets,refactorizable_For.Else,PY_Assign.Multi.Targets,PY_Call.Star,PY_List.Comprehension,PY_Dict.Comprehension,PY_Set.Comprehension,PY_Truth.Value.Test,PY_Chain.Compare,PY_For.Multi.Targets,PY_For.Else,duplicated_files,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,sqale_index,bugs,ncloc,reliability_remediation_effort,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,cognitive_complexity,duplicated_blocks,blocker_violations,major_violations,security_rating,files,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,tot_pythonic,tot_non_pythonic,pythonic_percentage,Stars,Commits,loc,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,density_tot_non_pythonic,density_tot_pythonic
jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,26,25,1,0,37,0,0,0,0,189,1.0,99.2303050314824,124.0,0.0,1.0,1.0,0.0,61.0,2.0,0.0,0.0,6.0,7.0,6.0,1.0,0.0,99.0,32.0,10.0,0.0,8.0,43.0,23.0,0.0,2222.0,586.0,8.0,347.0,424.0,5.0,3708.0,23.0,3.0,0.4,24.5,1.0,872.0,20.0,0.0,12.0,1.0,37.0,1.0,0.0,15.8,0.0,7.0,0.0,23.0,7.0,8.0,0.0,0.0,2.0,161.0,189.0,0.46,871,219,3420,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/jettify/pytorch-optimizer/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, some codes are documented",Consistent commits in the last month,More closed issues than open. Project authors respond to issues: https://github.com/jettify/pytorch-optimizer/issues/137,https://github.com/jettify/pytorch-optimizer/blob/master/LICENSE,There are many files related to testing.,1868.1502890173424,1591.387283236995
kaiyangzhou/deep-person-reid,https://github.com/KaiyangZhou/deep-person-reid.git,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,346,70,60,2,0,48,2,0,0,13,425,1.0,97.7578912420387,617.0,27.0,3.0,0.0,1.0,43.0,4.0,2.0,0.0,0.0,32.0,42.0,38.0,0.0,410.0,11.0,43.0,0.0,33.0,200.0,28.0,1.0,9074.0,1812.0,100.0,4489.0,1143.0,1.0,14792.0,5.0,3.0,0.3,16.4,42.0,1713.0,371.0,1.0,70.0,1.0,106.0,42.0,0.0,17.1,4.0,6.0,0.0,33.0,65.0,101.0,0.0,0.0,5.0,576.0,697.0,0.452474469756481,2161,821,14120,The source code of the project exists as ad-hoc scripts.,https://github.com/KaiyangZhou/deep-person-reid/graphs/contributors shows that there are multiple contributors but mainly 1 person,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/KaiyangZhou/deep-person-reid/issues/328 and https://github.com/KaiyangZhou/deep-person-reid/issues/324",https://github.com/KaiyangZhou/deep-person-reid/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,10188.033126294004,8419.378881987583
kakaobrain/torchgpipe,https://github.com/kakaobrain/torchgpipe.git,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0.0,125,5,16,29,1,15,0,0,0,0,356,1.0,100.0,273.0,2.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,26.0,58.0,1.0,0.0,109.0,4.0,41.0,0.0,9.0,69.0,13.0,1.0,4336.0,894.0,8.0,793.0,463.0,5.0,5637.0,42.0,5.0,0.3,19.2,0.0,526.0,38.0,1.0,46.0,1.0,65.0,0.0,0.0,13.8,1.0,3.0,1.0,13.0,43.0,8.0,0.0,0.0,0.0,241.0,300.0,0.44547134935305,429,346,5582,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/kakaobrain/torchgpipe/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented","No commits the past month, active before that","More closed than open, author does not respond frequently",https://github.com/kakaobrain/torchgpipe/blob/master/LICENSE,There are many files related to testing.,3061.425959780622,2459.345521023766
keiohta/tf2rl,https://github.com/keiohta/tf2rl.git,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,243,43,19,2,2,14,0,0,0,9,274,1.0,99.2617860103557,311.0,0.0,5.0,0.0,0.0,28.0,4.0,1.0,0.0,2.0,10.0,14.0,0.0,0.0,229.0,4.0,13.0,0.0,19.0,187.0,15.0,17.0,4768.0,1003.0,30.0,635.0,985.0,6.0,6793.0,43.0,3.0,0.5,24.9,2.0,945.0,27.0,0.0,125.0,1.0,117.0,2.0,0.0,8.6,69.0,37.0,0.0,15.0,111.0,47.0,0.0,0.0,31.0,272.0,349.0,0.438003220611916,245,726,6472,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Only one contributor: https://github.com/keiohta/tf2rl/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, codes are well documented","Some commits the last month, but no consistent","More closed than open, author does not respond frequently",https://github.com/keiohta/tf2rl/blob/master/LICENSE,There are many files related to testing.,3727.273927392741,2904.9240924092423
kermitt2/delft,https://github.com/kermitt2/delft.git,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,49,66,52,3,85,5,0,0,0,419,1.0,100.0,587.0,1.0,17.0,4.0,0.0,131.0,35.0,8.0,1.0,7.0,16.0,77.0,24.0,3.0,470.0,4.0,56.0,0.0,15.0,520.0,114.0,3.0,8549.0,2104.0,218.0,1446.0,3477.0,23.0,11536.0,145.0,5.0,1.0,19.3,3.0,3385.0,75.0,3.0,182.0,1.0,62.0,3.0,0.0,33.9,20.0,23.0,0.0,119.0,160.0,218.0,0.0,0.0,4.0,657.0,784.0,0.455933379597502,248,349,13637,The source code of the project exists as ad-hoc scripts.,Multiple contributors: https://github.com/kermitt2/delft/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Some commits the past month,"More closed than open, author does not respond frequently",https://github.com/kermitt2/delft/blob/master/LICENSE.txt,There is no evidence of any testing done on the project.,8999.501683501689,7541.674242424247
keunwoochoi/kapre,https://github.com/keunwoochoi/kapre.git,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,112,17,8,10,0,0,1,0,0,0,129,1.0,99.9362172864442,72.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,54.0,0.0,1.0,1109.0,252.0,30.0,42.0,279.0,0.0,2084.0,0.0,1.0,0.4,42.2,2.0,173.0,2.0,0.0,23.0,1.0,15.0,2.0,0.0,16.8,0.0,3.0,0.0,0.0,23.0,31.0,0.0,0.0,3.0,25.0,76.0,0.247524752475248,564,174,1621,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/keunwoochoi/kapre/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented","No commits the past month, active before that","More closed than open, author responds frequently: https://github.com/keunwoochoi/kapre/issues/68",https://github.com/keunwoochoi/kapre/blob/master/LICENSE.txt,There are many files related to testing.,444.750902527076,146.29963898916972
kevinmusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,249,38,78,84,4,43,3,0,4,0,1308,1.0,99.843717301964,774.0,0.0,3.0,1.0,1.0,37.0,11.0,1.0,0.0,0.0,31.0,126.0,12.0,0.0,289.0,21.0,104.0,0.0,25.0,480.0,86.0,0.0,9395.0,2294.0,337.0,772.0,2526.0,10.0,14846.0,82.0,5.0,0.6,5.6,0.0,2636.0,63.0,5.0,52.0,1.0,195.0,0.0,0.0,11.8,4.0,9.0,0.0,89.0,44.0,337.0,0.0,0.0,2.0,583.0,828.0,0.41318214032601,1641,321,13587,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/KevinMusgrave/pytorch-metric-learning/graphs/contributors shows that there are multiple contributors but mainly 1 person,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/KevinMusgrave/pytorch-metric-learning/issues/122 and https://github.com/KevinMusgrave/pytorch-metric-learning/issues/116",https://github.com/KevinMusgrave/pytorch-metric-learning/blob/master/LICENSE is provided.,There are many files related to testing.,6212.0574268360015,4373.948647156267
kk7nc/hdltex,https://github.com/kk7nc/HDLTex.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32,1,3,0,0,2,0,0,0,0,8,1.0,100.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,59.0,5.0,0.0,343.0,48.0,39.0,54.0,174.0,0.0,449.0,0.0,1.0,1.3,26.2,3.0,62.0,4.0,0.0,15.0,1.0,6.0,3.0,0.0,8.0,0.0,4.0,0.0,5.0,15.0,39.0,0.0,0.0,4.0,14.0,20.0,0.411764705882353,167,255,443,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/kk7nc/HDLTex/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented","No commits the past month, active before that",Author does not respond frequently,https://github.com/kk7nc/HDLTex/blob/master/LICENSE,There is no evidence of any testing done on the project.,192.608695652174,134.82608695652175
kk7nc/rmdl,https://github.com/kk7nc/RMDL.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69,9,5,0,2,6,0,0,0,0,69,1.0,100.0,54.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,34.0,0.0,7.0,0.0,3.0,111.0,18.0,0.0,1055.0,140.0,48.0,76.0,516.0,1.0,1411.0,3.0,3.0,1.2,29.7,27.0,224.0,4.0,0.0,45.0,1.0,23.0,27.0,0.0,6.1,0.0,4.0,0.0,18.0,44.0,48.0,0.0,0.0,3.0,57.0,63.0,0.475,336,474,1434,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/kk7nc/RMDL/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Some commits the past month,Author does not respond frequently,https://github.com/kk7nc/RMDL/blob/master/LICENSE,There is no evidence of any testing done on the project.,564.6375,510.86250000000007
koaning/scikit-lego,https://github.com/koaning/scikit-lego.git,0,13,0,0,7,0,0,0,0.0,0.0,0.0,0.0,436,24,10,121,2,15,1,0,1,0,347,1.0,99.9014266903966,280.0,0.0,0.0,0.0,0.0,30.0,11.0,2.0,0.0,1.0,17.0,72.0,10.0,0.0,171.0,6.0,39.0,0.0,13.0,595.0,38.0,0.0,6718.0,1329.0,351.0,517.0,2048.0,42.0,9900.0,226.0,4.0,0.7,40.6,0.0,706.0,21.0,0.0,206.0,1.0,132.0,0.0,0.0,10.1,25.0,165.0,3.0,26.0,179.0,348.0,0.0,0.0,143.0,316.0,323.0,0.49452269170579,227,309,7817,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,Multiple contributors: https://github.com/koaning/scikit-lego/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,More closed issues than open. Project authors respond to issues: https://github.com/koaning/scikit-lego/issues/380,https://github.com/koaning/scikit-lego/blob/master/LICENSE,There are many files related to testing.,2638.33960292581,2581.1619644723096
kundajelab/deeplift,https://github.com/kundajelab/deeplift.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,261,8,13,84,0,12,0,0,0,0,63,1.0,100.0,139.0,0.0,0.0,2.0,0.0,28.0,5.0,1.0,0.0,0.0,9.0,59.0,0.0,0.0,66.0,0.0,14.0,0.0,10.0,77.0,17.0,1.0,2631.0,636.0,18.0,492.0,510.0,1.0,4437.0,10.0,3.0,0.4,10.3,4.0,521.0,29.0,0.0,41.0,1.0,34.0,4.0,0.0,18.7,11.0,25.0,0.0,19.0,38.0,19.0,0.0,0.0,24.0,148.0,175.0,0.458204334365325,431,522,5460,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/kundajelab/deeplift/graphs/contributors shows that there are multiple contributors but mainly 1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",There is a well-maintained README but Most of the functions in the source code are not documented.,https://github.com/kundajelab/deeplift/graphs/commit-activity shows there has been only 1 commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/kundajelab/deeplift/issues/106 and https://github.com/kundajelab/deeplift/issues/103",https://github.com/kundajelab/deeplift/blob/master/LICENSE,There are many files related to testing,2166.6666666666683,1832.3809523809537
kwotsin/mimicry,https://github.com/kwotsin/mimicry.git,0,0,0,0,0,0,18,0,0.0,0.0,0.0,0.0,246,26,21,7,0,10,1,0,0,0,664,1.0,100.0,272.0,0.0,2.0,0.0,0.0,14.0,2.0,2.0,0.0,5.0,26.0,13.0,3.0,0.0,124.0,4.0,35.0,0.0,64.0,463.0,6.0,5.0,5771.0,987.0,423.0,3130.0,1316.0,3.0,7977.0,11.0,3.0,0.5,30.4,8.0,612.0,223.0,0.0,29.0,1.0,132.0,8.0,0.0,7.5,0.0,13.0,0.0,6.0,99.0,355.0,0.0,0.0,10.0,210.0,292.0,0.418326693227092,292,106,8324,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/kwotsin/mimicry/blob/master/torch_mimicry/modules/layers.py and https://github.com/kwotsin/mimicry/blob/master/torch_mimicry/modules/losses.py have appropriate docstrings",https://github.com/kundajelab/deeplift/graphs/commit-activity shows there has been only 1 commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/kwotsin/mimicry/issues/19 and https://github.com/kwotsin/mimicry/issues/14",https://github.com/kwotsin/mimicry/blob/master/LICENSE,There are many files related to testing,2492.931282051284,1792.8615384615398
learnables/learn2learn,https://github.com/learnables/learn2learn.git,0,1,0,7,0,0,0,0,0.0,0.0,0.0,0.0,261,72,45,9,2,30,0,0,1,0,526,1.0,93.8419051644368,625.0,0.0,1.0,0.0,1.0,16.0,12.0,10.0,0.0,0.0,47.0,77.0,3.0,0.0,232.0,2.0,78.0,0.0,42.0,318.0,77.0,14.0,7909.0,1600.0,168.0,2450.0,1377.0,4.0,13262.0,55.0,5.0,0.3,20.9,28.0,1442.0,143.0,2.0,57.0,1.0,150.0,28.0,0.0,10.7,3.0,12.0,0.0,76.0,56.0,182.0,0.0,0.0,11.0,439.0,665.0,0.397644927536232,811,262,11108,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/learnables/learn2learn/graphs/contributors shows that there are multiple contributors but mainly 2,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions inhttps://github.com/learnables/learn2learn/blob/master/learn2learn/optim/learnable_optimizer.py and https://github.com/learnables/learn2learn/blob/master/learn2learn/optim/parameter_update.py and https://github.com/learnables/learn2learn/blob/master/learn2learn/utils.py have appropriate docstrings",https://github.com/learnables/cherry/graphs/commit-activity shows there has been only 1 commit in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/learnables/learn2learn/issues/157 and https://github.com/learnables/learn2learn/issues/154",https://github.com/learnables/learn2learn/blob/master/LICENSE,There are many files related to testing,7808.4778012685,5154.769556025371
liberai/nspm,https://github.com/LiberAI/NSpM.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,221,22,23,8,3,35,5,0,0,0,196,1.0,97.5889055127172,237.0,2.0,7.0,10.0,0.0,24.0,7.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,175.0,6.0,11.0,0.0,43.0,412.0,80.0,1.0,4776.0,992.0,155.0,3008.0,2024.0,23.0,5687.0,225.0,5.0,1.2,10.8,64.0,1495.0,150.0,16.0,160.0,1.0,91.0,64.0,0.0,10.9,17.0,6.0,1.0,80.0,164.0,145.0,0.0,0.0,0.0,224.0,288.0,0.4375,117,149,2921,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/tensorflow/nmt/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,The maintainers of the project does not reply to issues or close them.,https://github.com/LiberAI/NSpM/blob/master/LICENSE is provided.,There are files related to testing but everywhere,1639.8596491228077,1275.4463937621836
loseall/videosuperresolution,https://github.com/LoSealL/VideoSuperResolution.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,271,39,30,0,9,64,0,0,0,3,917,1.0,100.0,956.0,0.0,23.0,6.0,0.0,21.0,7.0,2.0,0.0,15.0,130.0,165.0,0.0,0.0,494.0,10.0,72.0,0.0,22.0,348.0,54.0,6.0,12467.0,2688.0,168.0,820.0,1818.0,10.0,17983.0,80.0,4.0,0.3,13.9,18.0,2526.0,56.0,0.0,120.0,1.0,156.0,18.0,0.0,17.2,6.0,26.0,2.0,50.0,116.0,172.0,0.0,0.0,22.0,886.0,1015.0,0.466070489216202,870,439,18207,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/LoSealL/VideoSuperResolution/graphs/contributors shows that there are multiple contributors but mainly 1 person,The project uses Travis CI and azure pipeline,There is a well-maintained documentation,No evidence of sustained commit activity,"The project author respond to issues, as evidenced by https://github.com/LoSealL/VideoSuperResolution/issues/112 and https://github.com/LoSealL/VideoSuperResolution/issues/100",https://github.com/LoSealL/VideoSuperResolution/blob/master/LICENSE is provided.,There are many files related to testing.,13863.544636159051,12101.576894223566
lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch.git,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,27,9,4,1,0,4,0,0,1,0,41,1.0,100.0,82.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,12.0,8.0,0.0,0.0,48.0,0.0,3.0,0.0,2.0,17.0,6.0,0.0,1187.0,247.0,6.0,86.0,141.0,0.0,1341.0,0.0,1.0,0.4,8.2,3.0,200.0,2.0,0.0,5.0,1.0,11.0,3.0,0.0,22.5,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,78.0,88.0,0.469879518072289,1002,209,1406,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/lucidrains/reformer-pytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project,There is a well-maintained README but Most of the functions in the source code are not documented.,https://github.com/lsds/KungFu/graphs/commit-activity shows there has been activities in the past few months consistently,"The project maintainers respond to issues, as evidenced by https://github.com/lucidrains/reformer-pytorch/issues/107 and https://github.com/lucidrains/reformer-pytorch/issues/106",https://github.com/lucidrains/reformer-pytorch/blob/master/LICENSE,there is no evidence of any testing done on the project.,1422.160919540231,1260.5517241379316
machine-learning-apps/issue-label-bot,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,4,3,2,4,1,0,0,0,0,21,0.0,95.8648603355887,8043.0,98.0,102.0,22.0,0.0,505.0,129.0,9.0,4.0,119.0,339.0,1627.0,92.0,0.0,3780.0,123.0,875.0,3.0,308.0,8468.0,991.0,127.0,138645.0,28919.0,4641.0,27848.0,43730.0,197.0,193262.0,1960.0,5.0,0.8,27.1,313.0,27638.0,1466.0,120.0,2589.0,1.0,1540.0,313.0,0.0,18.8,537.0,494.0,10.0,1029.0,2502.0,4740.0,0.0,0.0,432.0,6958.0,8912.0,0.438437303087587,214,169,1200,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/machine-learning-apps/Issue-Label-Bot/graphs/contributors shows there are multiple contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/lululxvi/deepxde/blob/master/deepxde/fractional.py and https://github.com/lululxvi/deepxde/blob/master/deepxde/boundary_conditions.py have appropriate docstrings",https://github.com/machine-learning-apps/Issue-Label-Bot/graphs/commit-activity shows there are some activities in the past without no activies in the past month,"The project maintainers respond to issues, as evidenced by https://github.com/machine-learning-apps/Issue-Label-Bot/issues/74 and https://github.com/machine-learning-apps/Issue-Label-Bot/issues/73",https://github.com/machine-learning-apps/Issue-Label-Bot/blob/master/LICENSE,There are many files related to testing,122924.1379310345,95972.41379310343
magenta/ddsp,https://github.com/magenta/ddsp.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,47,27,57,3,20,0,0,1,1,612,1.0,77.248316809771,540.0,0.0,1.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,18.0,49.0,17.0,0.0,251.0,2.0,33.0,0.0,2.0,97.0,28.0,11.0,6735.0,1499.0,4.0,68.0,674.0,6.0,9942.0,30.0,3.0,0.2,34.7,8.0,1133.0,4.0,0.0,54.0,1.0,71.0,8.0,0.0,21.1,5.0,35.0,0.0,28.0,44.0,15.0,0.0,0.0,29.0,370.0,555.0,0.4,1352,212,8726,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/magenta/ddsp/graphs/contributors shows there are multiple contributors,CI is not used on the project,"There is a well-maintained README, and the majority of the functions in https://github.com/magenta/ddsp/blob/master/ddsp/effects.py and https://github.com/magenta/ddsp/blob/master/ddsp/losses.py and https://github.com/magenta/ddsp/blob/master/ddsp/processors.py have appropriate docstrings",https://github.com/magenta/ddsp/graphs/commit-activity shows there have been activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/magenta/ddsp/issues/147 and https://github.com/magenta/ddsp/issues/145",https://github.com/magenta/ddsp/blob/master/LICENSE,There are many files related to testing,4146.344178082192,2764.229452054795
maybeshewill-cv/crnn_tensorflow,https://github.com/MaybeShewill-CV/CRNN_Tensorflow.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,169,11,15,4,2,10,0,0,2,4,59,1.0,99.4806980029784,129.0,0.0,4.0,0.0,1.0,13.0,2.0,1.0,0.0,0.0,3.0,17.0,3.0,0.0,75.0,0.0,16.0,0.0,3.0,43.0,9.0,0.0,1771.0,361.0,27.0,183.0,242.0,0.0,2604.0,0.0,1.0,0.3,31.7,1.0,408.0,6.0,0.0,7.0,1.0,27.0,1.0,0.0,13.4,5.0,1.0,0.0,9.0,8.0,26.0,0.0,0.0,1.0,114.0,150.0,0.431818181818182,849,263,2209,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/MaybeShewill-CV/CRNN_Tensorflow/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/MaybeShewill-CV/CRNN_Tensorflow/issues/402 and https://github.com/MaybeShewill-CV/CRNN_Tensorflow/issues/391",https://github.com/MaybeShewill-CV/CRNN_Tensorflow/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,1200.5434782608704,912.4130434782614
maybeshewill-cv/lanenet-lane-detection,https://github.com/MaybeShewill-CV/lanenet-lane-detection.git,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,200,20,22,18,2,9,1,0,0,8,113,1.0,78.019418799276,167.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,89.0,0.0,18.0,0.0,3.0,49.0,8.0,0.0,2085.0,410.0,19.0,460.0,269.0,0.0,3507.0,0.0,1.0,0.3,27.0,4.0,438.0,26.0,0.0,22.0,1.0,27.0,4.0,0.0,15.2,20.0,0.0,0.0,13.0,17.0,19.0,0.0,0.0,0.0,123.0,182.0,0.40327868852459,1114,148,3461,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/MaybeShewill-CV/lanenet-lane-detection/graphs/contributors shows that there are multiple contributors but mainly 1,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/MaybeShewill-CV/lanenet-lane-detection/issues/419 and https://github.com/MaybeShewill-CV/lanenet-lane-detection/issues/410",https://github.com/MaybeShewill-CV/lanenet-lane-detection/blob/master/LICENSE is provided.,There are files related to testing.,1602.8040712468196,1083.2137404580155
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms.git,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,221,33,53,1,3,24,0,0,0,24,229,1.0,99.029982946937,334.0,2.0,3.0,0.0,0.0,43.0,2.0,2.0,0.0,3.0,6.0,18.0,0.0,0.0,260.0,11.0,24.0,0.0,30.0,110.0,34.0,22.0,6064.0,1220.0,9.0,2234.0,873.0,1.0,9388.0,5.0,3.0,0.3,20.4,6.0,1061.0,105.0,1.0,44.0,1.0,111.0,6.0,0.0,11.0,6.0,15.0,0.0,41.0,37.0,31.0,0.0,0.0,14.0,322.0,386.0,0.454802259887006,277,141,9130,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/medipixel/rl_algorithms/graphs/contributors shows that there are multiple contributors but mainly 2,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well-maintained README, and the majority of the functions in https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/td3/agent.py and https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/recurrent/learner.py and https://github.com/medipixel/rl_algorithms/blob/master/rl_algorithms/ppo/agent.py have appropriate docstrings",https://github.com/medipixel/rl_algorithms/graphs/commit-activity shows there have been activities in the past few months,"The project maintainers respond to issues, as evidenced by https://github.com/medipixel/rl_algorithms/issues/254 and https://github.com/medipixel/rl_algorithms/issues/251",https://github.com/medipixel/rl_algorithms/blob/master/LICENSE.md,There are many files related to testing,5993.50340136055,4999.76190476191
